timestamp_ms	memory_used_mib
3	126
2063	4036
5943	4036
8002	4036
10061	4036
12123	4036
14189	4036
16247	4036
18308	4036
20365	4036
22424	4036
24482	4036
26545	4036
28607	4036
30661	4036
32721	4036
34777	4036
36847	4036
41194	4036
43263	4036
45325	4036
47387	4036
49443	4036
51506	4036
53567	4036
55626	4036
57683	4036
59741	4036
61803	4036
63861	4036
65922	4036
67984	4036
70042	4036
72103	4036
75933	4036
77991	4036
80052	4036
82116	4036
84177	4036
86238	4036
88291	4036
90348	4036
92406	4036
94465	4036
96521	4036
98579	4036
100636	4036
102692	4036
104748	4036
108584	4036
110640	4036
112698	4036
114754	4036
117031	4036
119093	4036
121149	4036
123206	4036
125261	4036
127321	4036
129389	4036
131446	4036
133503	4036
135558	4036
137616	4036
139675	4036
141730	4036
143783	4036
145844	4036
147899	4036
149954	4036
152016	4036
154071	4036
158759	4036
160815	4036
162874	4036
164929	4036
166986	4036
169046	4036
171103	4036
173163	4036
175220	4036
177278	4036
179332	4036
181391	4036
183454	4036
185514	4036
187570	4036
189624	4036
193466	4036
195523	4036
197581	4036
199638	4036
201692	4036
203750	4036
205809	4036
207862	4036
209921	4036
211978	4036
214037	4036
216090	4036
218142	4036
220194	4036
222247	4036
224298	4036
228159	4036
230215	4036
232272	4036
234327	4036
236384	4036
238441	4036
240499	4036
242558	4036
244614	4036
246667	4036
248723	4036
250779	4036
252828	4036
254877	4036
256929	4036
258981	4036
262859	4036
264913	4036
266969	4036
269021	4036
271075	4036
273129	4036
275181	4036
277234	4036
279292	4036
281342	4036
283394	4036
285444	4036
287501	4036
289552	4036
291605	4036
293656	4036
297455	4036
299508	4036
301558	4036
303607	4036
305662	4036
307714	4036
309762	4036
311817	4036
313868	4036
315918	4036
317969	4036
320018	4036
322067	4036
324118	4036
326171	4036
328221	4036
332083	4036
334134	4036
336190	4036
338244	4036
340293	4036
342345	4036
344396	4036
346446	4036
348498	4036
350554	4036
352607	4036
354659	4036
356714	4036
358761	4036
360818	4036
364741	4036
366794	4036
368849	4036
370903	4036
372953	4036
375030	4036
377082	4036
379134	4036
381186	4036
383238	4036
385290	4036
387342	4036
389393	4036
391446	4036
393506	4036
395557	4036
399463	4036
401515	4036
403565	4036
405616	4036
407669	4036
409724	4036
411781	4036
413832	4036
415879	4036
417934	4036
419987	4036
422039	4036
424089	4036
426136	4036
428187	4036
430240	4036
434305	4036
436359	4036
438409	4036
440462	4036
442513	4036
444566	4036
446618	4036
448671	4036
450722	4036
452779	4036
454840	4036
456887	4036
458941	4036
460991	4036
463044	4036
465096	4036
469057	4036
471108	4036
473156	4036
475216	4036
477271	4036
479319	4036
481371	4036
483421	4036
485473	4036
487522	4036
489577	4036
491625	4036
493675	4036
495729	4036
497779	4036
499834	4036
503807	4036
505860	4036
507910	4036
